date,TQQQ_syn,QLD_syn,TQQQ_syn_cal,QLD_syn_cal
2010-04-08,0.006771097902050791,0.00450495508730649,0.0067255795881734914,0.004483706285929635
2010-04-09,0.01783299679541709,0.01187955434955069,0.01778747848153979,0.011858305548173834
2010-04-12,0.002399476327188466,0.0015720423329743667,0.002262921385556567,0.0015082959288438011
2010-04-13,0.015269643403261954,0.01017055941823532,0.015224125089384654,0.010149310616858465
2010-04-14,0.03587233086951946,0.023905684395740322,0.03582681255564216,0.023884435594363467
2010-04-15,0.013208537853146554,0.00879648905149172,0.013163019539269254,0.008775240250114865
2010-04-16,-0.03592098510649694,-0.02395652625493728,-0.03596650342037424,-0.023977775056314134
2010-04-19,-0.001863293291264534,-0.0012698040793276335,-0.0019998482328964333,-0.001333550483458199
2010-04-20,0.015134988561081456,0.010080789523448321,0.015089470247204155,0.010059540722071466
2010-04-21,0.01686957198462615,0.011237178472478121,0.016824053670748854,0.011215929671101266
2010-04-22,0.01677509791376929,0.011174103093381689,0.016729579599891988,0.011152854292004834
2010-04-23,0.012505841758817256,0.00832802498860552,0.012460323444939955,0.008306776187228665
2010-04-26,-0.006577525928064134,-0.0044126258371940345,-0.006714080869696034,-0.004476372241324599
2010-04-27,-0.06369395432917456,-0.04247183907005568,-0.06373947264305185,-0.042493087871432536
2010-04-28,0.0018092207863090552,0.001196944340266722,0.0017637024724317554,0.0011756955388898668
2010-04-29,0.052242315657766956,0.03481900758790532,0.052196797343889656,0.034797758786528465
2010-04-30,-0.05914414724998701,-0.039438541680718704,-0.05918966556386431,-0.03945979048209556
2010-05-03,0.041992475872346266,0.02796737536307957,0.041855920930714365,0.027903628958949003
2010-05-04,-0.09014149013256201,-0.0601034369357687,-0.09018700844643932,-0.06012468573714556
2010-05-05,-0.015502563729669443,-0.010344245337052279,-0.015548082043546744,-0.010365494138429134
2010-05-06,-0.10026334972669991,-0.06685152866693111,-0.10030886804057722,-0.06687277746830797
2010-05-07,-0.07473900621276976,-0.04983567027155133,-0.07478452452664706,-0.049856919072928184
2010-05-10,0.1558713271987828,0.10388577563615373,0.15573477225715088,0.10382202923202316
2010-05-11,-0.003155737147068745,-0.0021130276153184776,-0.0032012554609460444,-0.002134276416695333
2010-05-12,0.05656391242359855,0.03770007209845972,0.05651839410972125,0.037678823297082865
2010-05-13,-0.047526158508436334,-0.031693308522896875,-0.047571676822313634,-0.03171455732427373
2010-05-14,-0.057696021926542336,-0.038473217468300874,-0.057741540240419637,-0.03849446626967773
2010-05-17,0.009543591207186765,0.006334785586306566,0.009407036265554865,0.006271039182176001
2010-05-18,-0.04143446425649024,-0.02763217902159948,-0.04147998257036754,-0.027653427822976334
2010-05-19,-0.023923312922148814,-0.015957985462159912,-0.023968831236026115,-0.015979234263536767
2010-05-20,-0.11139255694698409,-0.07427081481205011,-0.1114380752608614,-0.07429206361342697
2010-05-21,0.033130397772327395,0.02207782166749089,0.033084879458450095,0.022056572866114035
2010-05-24,-0.012091977486162024,-0.008088648866290129,-0.012228532427793924,-0.008152395270420694
2010-05-25,0.0026721392010915918,0.0017723159533336904,0.0026266208872142917,0.0017510671519568352
2010-05-26,-0.033574263269131106,-0.02239195236014811,-0.03361978158300841,-0.022413201161524964
2010-05-27,0.11333245649199518,0.07554586081393608,0.11328693817811787,0.07552461201255922
2010-05-28,-0.01767507449986011,-0.011792493180634111,-0.01772059281373741,-0.011813741982010966
2010-06-01,-0.027693452161182578,-0.01849911284321231,-0.02787552541669178,-0.01858410804871973
2010-06-02,0.07103324308046385,0.047346292536369926,0.07098772476658656,0.04732504373499307
2010-06-03,0.028525513077337052,0.019007805867618723,0.028479994763459755,0.018986557066241867
2010-06-04,-0.10282064022458137,-0.06855648165935754,-0.10286615853845867,-0.0685777304607344
2010-06-07,-0.05460106453422379,-0.03642887421839241,-0.05473761947585569,-0.036492620622522974
2010-06-08,-0.005432766046170119,-0.003631417514036515,-0.005478284360047419,-0.00365266631541337
2010-06-09,-0.02513269814697732,-0.016764705581241317,-0.02517821646085462,-0.016785954382618172
2010-06-10,0.08556530413646123,0.057033777319505916,0.08551978582258393,0.05701252851812906
2010-06-11,0.028610819303514848,0.01906412076420832,0.028565300989637547,0.019042871962831463
2010-06-14,-0.0006920437598663999,-0.0004911946294023164,-0.0008285987014982994,-0.000554941033532882
2010-06-15,0.08044644442066011,0.05362092627845456,0.0804009261067828,0.0535996774770777
2010-06-16,0.012190662210584622,0.008117256731842706,0.012145143896707324,0.00809600793046585
2010-06-17,0.00958258947576685,0.00637863421237632,0.00953707116188955,0.006357385410999465
2010-06-18,0.0024795036183647224,0.0016431510036961055,0.0024339853044874223,0.0016219022023192503
2010-06-21,-0.025569701726020366,-0.017075466206461398,-0.025706256667652267,-0.017139212610591963
2010-06-22,-0.023188983766006917,-0.015468895993927714,-0.023234502079884218,-0.01549014479530457
2010-06-23,-0.012340660546854879,-0.008236587863359296,-0.012386178860732178,-0.00825783666473615
2010-06-24,-0.04561597169122287,-0.030420128626271293,-0.04566149000510017,-0.030441377427648148
2010-06-25,0.0005831377736664208,0.00037927768365490495,0.000537619459789121,0.0003580288822780498
2010-06-28,-0.010645163770012738,-0.007125218343043286,-0.010781718711644636,-0.0071889647471738505
2010-06-29,-0.1157329533817607,-0.07716441243523452,-0.11577847169563801,-0.07718566123661137
2010-06-30,-0.04566793044158261,-0.030454582476852912,-0.045713448755459914,-0.030475831278229767
2010-07-01,-0.00844662581817453,-0.00564010138494467,-0.00849214413205183,-0.005661350186321525
2010-07-02,-0.008468899888178009,-0.0056550434395127094,-0.008514418202055308,-0.005676292240889565
2010-07-06,0.009117798835991467,0.006042091834418162,0.008935725580482267,0.005957096628910741
2010-07-07,0.0957603784560493,0.06383114212330548,0.095714860142172,0.06380989332192863
2010-07-08,0.016361925216714153,0.010898747293870121,0.016316406902836856,0.010877498492493266
2010-07-09,0.02849296034534449,0.01898601138109849,0.02844744203146719,0.018964762579721635
2010-07-12,0.008693062465714064,0.0057677664253247656,0.008556507524082164,0.005704020021194201
2010-07-13,0.03886842700713766,0.025903081820819122,0.03882290869326036,0.025881833019442267
2010-07-14,0.01520657511235909,0.010128421225774889,0.01516105679848179,0.010107172424398033
2010-07-15,0.0026186512795198912,0.00173647200388209,0.0025731329656425916,0.001715223202505235
2010-07-16,-0.08290903886600351,-0.055281988093133505,-0.08295455717988082,-0.05530323689451036
2010-07-19,0.025664718335016875,0.01708192567595107,0.025528163393384977,0.01701817927182051
2010-07-20,0.03620974553082009,0.024130720173152688,0.03616422721694279,0.024109471371775833
2010-07-21,-0.041111350288016844,-0.02741676970928388,-0.041156868601894145,-0.027438018510660734
2010-07-22,0.07592489342636384,0.05060739276696992,0.07587937511248655,0.050586143965593064
2010-07-23,0.01899320788106145,0.01265293573676832,0.018947689567184154,0.012631686935391465
2010-07-26,0.024703566930602865,0.01644143606858397,0.024567011988970967,0.016377689664453403
2010-07-27,-0.0013074390994231447,-0.0008808289168880779,-0.0013529574133004446,-0.000902077718264933
2010-07-28,-0.023926961084824314,-0.015960602905680712,-0.023972479398701615,-0.015981851707057567
2010-07-29,-0.02216443308464111,-0.01478558423889191,-0.02220995139851841,-0.014806833040268766
2010-07-30,0.006548683855900092,0.004356493721468891,0.006503165542022792,0.004335244920092036
2010-08-02,0.05627374048312556,0.03748794044135687,0.05613718554149367,0.037424194037226306
2010-08-03,-0.012871791703326144,-0.00859039731949008,-0.012917310017203445,-0.008611646120866935
2010-08-04,0.03032682489060015,0.020208680409794122,0.030281306576722854,0.020187431608417267
2010-08-05,-0.007044220450699644,-0.004705349817739077,-0.007089738764576944,-0.004726598619115932
2010-08-06,-0.004499711898499009,-0.0030091034481305096,-0.004545230212376308,-0.003030352249507365
2010-08-09,0.02048589616045827,0.01362937755957867,0.020349341218826374,0.013565631155448104
2010-08-10,-0.026141947725195413,-0.01743726066592811,-0.026187466039072713,-0.017458509467304966
2010-08-11,-0.0816510627578776,-0.054443337354382906,-0.08169658107175491,-0.05446458615575976
2010-08-12,-0.023803692598780315,-0.015878423914984712,-0.023849210912657615,-0.015899672716361567
2010-08-13,-0.021330423262172247,-0.014229485025387479,-0.021375941576049544,-0.014250733826764334
2010-08-16,0.005321033474233174,0.0035194691020952705,0.005184478532601274,0.0034557226979647047
2010-08-17,0.03815599081033336,0.025428124356282923,0.038110472496456056,0.025406875554906068
2010-08-18,0.011885941845443192,0.00791485104956809,0.011840423531565893,0.007893602248191234
2010-08-19,-0.04545966738245534,-0.03031564777224288,-0.04550518569633264,-0.030336896573619734
2010-08-20,0.003997249896102456,0.0026556304134623225,0.003951731582225155,0.0026343816120854673
2010-08-23,-0.029431342251486626,-0.01964878138171793,-0.029567897193118524,-0.01971252778584849
2010-08-24,-0.05599547526336675,-0.03733951969285048,-0.05604099357724405,-0.037360768494227335
2010-08-25,0.02885130115442475,0.01922499791901052,0.028805782840547453,0.019203749117633666
2010-08-26,-0.03609509837645954,-0.024072601768245678,-0.036140616690336844,-0.024093850569622533
2010-08-27,0.03650335796831626,0.024326369128271522,0.03645783965443896,0.024305120326894667
2010-08-30,-0.03135869320922433,-0.02093368202020973,-0.03149524815085623,-0.02099742842434029
2010-08-31,-0.010333542265685162,-0.006898416353426737,-0.010379060579562461,-0.006919665154803592
2010-09-01,0.08972234341740562,0.05980550743530046,0.08967682510352833,0.05978425863392361
2010-09-02,0.03349896615853143,0.022323163273564907,0.03345344784465413,0.02230191447218805
2010-09-03,0.049697993263418345,0.033122607332642266,0.049652474949541045,0.03310135853126541
2010-09-07,-0.020270419552445653,-0.013551165740176948,-0.02045249280795485,-0.013636160945684369
2010-09-08,0.03609217689284664,0.024052063085594464,0.03604665857896934,0.02403081428421761
2010-09-09,0.011660580500134438,0.007764332157119663,0.011615062186257139,0.007743083355742808
2010-09-10,0.010969763057755436,0.007303787195533663,0.010924244743878138,0.007282538394156808
2010-09-13,0.04180182441868481,0.027839718416879992,0.04166526947705291,0.027775972012749426
2010-09-14,0.012683876799695893,0.008446622350666089,0.012638358485818593,0.008425373549289234
2010-09-15,0.01895187411993949,0.012625287230828489,0.01890635580606219,0.012604038429451634
2010-09-16,0.01192154223816199,0.007938399309643488,0.01187602392428469,0.007917150508266633
2010-09-17,0.010147324619885855,0.006755680229317922,0.010101806306008555,0.006734431427941067
2010-09-20,0.052464527646919966,0.03494874321279537,0.052327972705288064,0.0348849968086648
2010-09-21,-0.0006300295644446083,-0.0004291298903571096,-0.0006755478783219081,-0.00045037869173396474
2010-09-22,-0.00800510046781971,-0.00534584382594051,-0.008050618781697008,-0.005367092627317365
2010-09-23,-0.0012470102782726445,-0.0008405430361210778,-0.0012925285921499443,-0.000861791837497933
2010-09-24,0.06100699757708926,0.040662128867453524,0.06096147926321196,0.04064088006607667
2010-09-27,-0.01635583650024063,-0.01093177754755393,-0.016492391441872527,-0.010995523951684495
2010-09-28,-0.0012298211283586448,-0.0008290836028450779,-0.0012753394422359446,-0.000850332404221933
2010-09-29,-0.004877236846110145,-0.0032606940813460776,-0.004922755159987445,-0.003281942882722933
2010-09-30,-0.013406037908102846,-0.00894656145600788,-0.013451556221980146,-0.008967810257384735
2010-10-01,-0.0036830869313575444,-0.0024645941381776773,-0.003728605245234844,-0.0024858429395545325
2010-10-04,-0.03248924325100844,-0.021687104052490233,-0.03262579819264034,-0.0217508504566208
2010-10-05,0.07300656114507542,0.04866155993126091,0.07296104283119811,0.048640311129884053
2010-10-06,-0.02599083744398682,-0.017336798445914316,-0.02603635575786412,-0.01735804724729117
2010-10-07,0.010955428018520721,0.007294137846891105,0.010909909704643422,0.00727288904551425
2010-10-08,0.020630605077924018,0.013744255886493304,0.020585086764046717,0.01372300708511645
2010-10-11,0.0011655703921736441,0.0007483264783464557,0.0010290154505417446,0.0006845800742158901
2010-10-12,0.02048183383539108,0.013644982407004284,0.02043631552151378,0.01362373360562743
2010-10-13,0.024532032599153417,0.016345207567312905,0.024486514285276116,0.01632395876593605
2010-10-14,-0.0059526096556343795,-0.003977887269212295,-0.005998127969511679,-0.00399913607058915
2010-10-15,0.06365248180485474,0.042425599693599866,0.06360696349097744,0.04240435089222301
2010-10-18,-0.011113621576311489,-0.007437245579784211,-0.011250176517943387,-0.007500991983914776
2010-10-19,-0.028086027168046614,-0.018733313627828912,-0.028131545481923915,-0.018754562429205767
2010-10-20,0.021828187690639735,0.014542736950789862,0.021782669376762435,0.014521488149413007
2010-10-21,0.0058459550788709375,0.0038879152096106635,0.005800436764993638,0.0038666664082338082
2010-10-22,0.02045742713661542,0.013628803925620905,0.02041190882273812,0.01360755512424405
2010-10-25,0.01448336143488666,0.009627131793556313,0.014346806493254762,0.009563385389425747
2010-10-26,0.008078592021368637,0.005376339837942463,0.008033073707491338,0.0053550910365656075
2010-10-27,0.009211822634426938,0.006131826913314663,0.009166304320549639,0.006110578111937808
2010-10-28,0.006307640878649037,0.0041957057427960635,0.006262122564771737,0.004174456941419208
2010-10-29,-0.006896020543155579,-0.004606827860893095,-0.006941538857032878,-0.00462807666226995
2010-11-01,0.002260871964385444,0.0014785275264876557,0.0021243170227535444,0.0014147811223570901
2010-11-02,0.03215717836899513,0.021428638080540706,0.03211166005511783,0.02140738927916385
2010-11-03,0.013627194033351319,0.009075315190111503,0.01358167571947402,0.009054066388734648
2010-11-04,0.036764826392758826,0.024500403429716506,0.036719308078881525,0.02447915462833965
2010-11-05,-1.3799938770595614e-05,-1.8680791303106025e-05,-5.931825264789543e-05,-3.99295926799612e-05
2010-11-08,0.0038707487686683627,0.0025520566827441147,0.003734193827036463,0.002488310278613549
2010-11-09,-0.016201871708782182,-0.010810728637977496,-0.016247390022659482,-0.010831977439354351
2010-11-10,0.015140475156444322,0.010084169272173505,0.015094956842567023,0.01006292047079665
2010-11-11,-0.01900212361053748,-0.012677563239147696,-0.01904764192441478,-0.012698812040524551
2010-11-12,-0.048907502148502174,-0.03261448226445749,-0.048953020462379475,-0.032635731065834346
2010-11-15,-0.011467636864251238,-0.007673533739202286,-0.011604191805883136,-0.007737280143332851
2010-11-16,-0.049336503051702355,-0.032900390210771534,-0.049382021365579655,-0.03292163901214839
2010-11-17,0.008731515875421193,0.005811715067816291,0.008685997561543892,0.005790466266439436
2010-11-18,0.048241803524857144,0.03215181417360147,0.04819628521097984,0.03213056537222461
2010-11-19,0.002273472778517891,0.00150635300321409,0.0022279544646405915,0.001485104201837235
2010-11-22,0.025114471894619208,0.01671481673416959,0.02497791695298731,0.016651070330039024
2010-11-23,-0.0476439407646166,-0.0317719226922089,-0.0476894590784939,-0.03179317149358576
2010-11-24,0.06048108654593989,0.04031142884816209,0.060435568232062586,0.04029018004678524
2010-11-26,-0.019796679013794588,-0.013216191710408354,-0.01988771564154919,-0.013258689313162065
2010-11-29,-0.002321037007290734,-0.0015749665566784335,-0.0024575919489226335,-0.001638712960808999
2010-11-30,-0.03642913675071542,-0.02429510867330527,-0.03647465506459272,-0.024316357474682124
2010-12-01,0.0633374077907818,0.042215828346460496,0.06329188947690449,0.04219457954508364
2010-12-02,0.03044049331006305,0.02028445935610272,0.030394974996185754,0.020263210554725866
2010-12-03,0.007802043895917156,0.005192159746672123,0.007756525582039856,0.005170910945295267
2010-12-06,-0.001157404161074889,-0.0007997673029598109,-0.0012939591027067885,-0.0008635137070903765
2010-12-07,0.0016568490636718915,0.00109527052665009,0.0016113307497945917,0.001074021725273235
2010-12-08,0.011120861522269735,0.007404519505209863,0.011075343208392437,0.0073832707038330074
2010-12-09,0.002758537390573991,0.0018297294112514899,0.002713019076696691,0.0018084806098746348
2010-12-10,0.019938165099014034,0.013282721889706061,0.019892646785136733,0.013261473088329206
2010-12-13,-0.010501735216231439,-0.007029599307189086,-0.010638290157863337,-0.007093345711319651
2010-12-14,0.005510477135765891,0.0036643559080460904,0.005464958821888592,0.003643107106669235
2010-12-15,-0.01325112909866711,-0.008843381581575912,-0.01329664741254441,-0.008864630382952767
2010-12-16,0.023250284542388033,0.015490801518622062,0.023204766228510733,0.015469552717245207
2010-12-17,0.0026298036018477214,0.001743721569109105,0.0025842852879704213,0.0017224727677322498
2010-12-20,0.002163038890396634,0.0014130275378166006,0.0020264839487647347,0.001349281133686035
2010-12-21,0.018130714079237935,0.012077754543188662,0.018085195765360634,0.012056505741811807
2010-12-22,-0.0005606841805455631,-0.00038317763000033695,-0.0006062024944228629,-0.0004044264313771921
2010-12-23,-0.007666251725609463,-0.005120222660042937,-0.0077117700394867626,-0.005141471461419792
2010-12-27,0.001585096207723548,0.001019178099935852,0.0014030229522143487,0.0009341828944284313
2010-12-28,-0.005492948746150708,-0.0036710760114945095,-0.005538467060028008,-0.0036923248128713647
2010-12-29,0.006569801418705191,0.0043705720966722905,0.006524283104827892,0.004349323295295435
2010-12-30,-0.007131178766338779,-0.004763600009681895,-0.007176697080216079,-0.00478484881105875
2010-12-31,-0.01099128754617042,-0.007337098514036715,-0.011036805860047719,-0.00735834731541357
2011-01-03,0.046784290592563144,0.031160806611939457,0.04664773565093124,0.03109706020780889
2011-01-04,-0.002185049220429709,-0.00146599499608431,-0.0022305675343070085,-0.001487243797461165
2011-01-05,0.025497893290212535,0.016989207350505065,0.025452374976335235,0.01696795854912821
2011-01-06,0.009670997617861736,0.006437943568937863,0.009625479303984438,0.0064166947675610075
2011-01-07,-0.002696006355046309,-0.00180663308582871,-0.0027415246689236087,-0.001827881887205565
2011-01-10,0.01123420298778761,0.007461304129615189,0.011097648046155713,0.007397557725484624
2011-01-11,0.004263436555071191,0.00283299552091629,0.0042179182411938914,0.002811746719539435
2011-01-12,0.021352886853239886,0.014225962386362088,0.021307368539362586,0.014204713584985233
2011-01-13,0.0010466389970983914,0.0006884638156010901,0.0010011206832210916,0.0006672150142242349
2011-01-14,0.02225359025569819,0.014826431321334288,0.022208071941820888,0.014805182519957433
2011-01-18,0.008361697679095665,0.00553728305620576,0.008179624423586466,0.00545228785069834
2011-01-19,-0.03413004182659724,-0.022762564068337477,-0.03417556014047454,-0.022783812869714332
2011-01-20,-0.02125091847311745,-0.014176481832684279,-0.021296436786994746,-0.014197730634061134
2011-01-21,-0.023006585664079947,-0.015346926626659279,-0.023052103977957244,-0.015368175428036134
2011-01-24,0.041441876027122064,0.027600308799596768,0.04130532108549016,0.027536562395466202
2011-01-25,0.004235301950363256,0.0028143317829695228,0.004189783636485956,0.0027930829815926675
2011-01-26,0.015905372005028555,0.010594378486079721,0.015859853691151258,0.010573129684702866
2011-01-27,0.01846063936470975,0.01229789005920052,0.018415121050832452,0.012276641257823665
2011-01-28,-0.07608921350413632,-0.05073543785188871,-0.07613473181801363,-0.05075668665326556
2011-01-31,0.014488716554699074,0.00963125782240587,0.014352161613067174,0.009567511418275304
2011-02-01,0.05623493052612139,0.037480658168283096,0.05618941221224409,0.03745940936690624
2011-02-02,-0.004746849327708409,-0.0031738617342701096,-0.004792367641585709,-0.003195110535646965
2011-02-03,0.005251337491972956,0.0034916888107093228,0.005205819178095656,0.0034704400093324675
2011-02-04,0.016809013530841736,0.011196620844257862,0.016763495216964436,0.011175372042881007
2011-02-07,0.014071943559151775,0.00935340915870767,0.013935388617519875,0.009289662754577105
2011-02-08,0.019758810909727954,0.013163337755879322,0.019713292595850657,0.013142088954502466
2011-02-09,-0.005184831050158909,-0.00346584954923711,-0.005230349364036209,-0.003487098350613965
2011-02-10,0.004646152167743637,0.003088046602192463,0.004600633853866338,0.003066797800815608
2011-02-11,0.02170190844309318,0.014458365478805685,0.02165639012921588,0.01443711667742883
2011-02-14,0.007148946836921945,0.004737244108178655,0.007012391895290045,0.00467349770404809
2011-02-15,-0.004110233986494879,-0.002749636823119295,-0.004155752300372179,-0.0027708856244961504
2011-02-16,0.01947293556933812,0.012972476214102704,0.019427417255460818,0.01295122741272585
2011-02-17,-0.0010320790417777184,-0.0006976261777749148,-0.0010775973556550183,-0.00071887497915177
2011-02-18,-0.006637698090508578,-0.004434983468886095,-0.006683216404385878,-0.004456232270262949
2011-02-22,-0.08688694617539061,-0.057963665869466725,-0.08706901943089981,-0.058048661074974146
2011-02-23,-0.02473655946773562,-0.016500613128413517,-0.02478207778161292,-0.016521861929790372
2011-02-24,0.01589915093245938,0.010589860471716485,0.01585363261858208,0.01056861167033963
2011-02-25,0.04166758700581503,0.027768910505087306,0.04162206869193773,0.02774766170371045
2011-02-28,0.006203622661746362,0.004107305944796114,0.006067067720114463,0.004043559540665549
2011-03-01,-0.04831040818552961,-0.03221623430615091,-0.04835592649940691,-0.03223748310752776
2011-03-02,0.015818502205727034,0.010536279960848062,0.015772983891849734,0.010515031159471206
2011-03-03,0.05931578626547852,0.03953437667819631,0.05927026795160122,0.03951312787681945
2011-03-04,-0.01545855109120708,-0.010315181559594096,-0.015504069405084378,-0.010336430360970952
2011-03-07,-0.04040659708517886,-0.026966451839888543,-0.04054315202681076,-0.02703019824401911
2011-03-08,0.012052547954755646,0.008025365840132267,0.012007029640878346,0.008004117038755412
2011-03-09,-0.020389569118912355,-0.013602712208979734,-0.020435087432789656,-0.01362396101035659
2011-03-10,-0.046828706179344946,-0.03122889622436488,-0.04687422449322225,-0.031250145025741735
2011-03-11,0.018691702726678597,0.012451191110177492,0.0186461844128013,0.012429942308800637
2011-03-14,-0.0106536222582642,-0.0071322469616675165,-0.0107901771998961,-0.007195993365798082
2011-03-15,-0.04264776700007858,-0.028441696075266098,-0.04269328531395588,-0.028462944876642953
2011-03-16,-0.07245869670603307,-0.04831555657549028,-0.07250421501991036,-0.04833680537686714
2011-03-17,0.027688696046164148,0.01844937192597452,0.027643177732286847,0.018428123124597663
2011-03-18,-0.006771641903932099,-0.004524371976896305,-0.006817160217809399,-0.0045456207782731605
2011-03-21,0.05781971408551832,0.03851636605105565,0.05768315914388642,0.03845261964692508
2011-03-22,-0.005418343692504351,-0.0036219878998044806,-0.005463862006381651,-0.003643236701181336
2011-03-23,0.01677537515531305,0.011173824665407119,0.01672985684143575,0.011152575864030264
2011-03-24,0.053300318228906324,0.03552369407739051,0.05325479991502902,0.03550244527601366
2011-03-25,0.0073960146211766225,0.0049208250055707056,0.007350496307299323,0.004899576204193851
2011-03-28,-0.016397163109613935,-0.010960996298717085,-0.016533718051245833,-0.01102474270284765
2011-03-29,0.029175208067124744,0.019440472581711665,0.029129689753247444,0.01941922378033481
2011-03-30,0.014178881527124949,0.009442828913281718,0.014133363213247648,0.009421580111904863
2011-03-31,0.00417286691850745,0.0027721525075367196,0.004127348604630149,0.0027509037061598644
2011-04-01,0.0015558962510252218,0.0010274127588031055,0.001510377937147922,0.0010061639574262503
2011-04-04,-0.009952249896340774,-0.006664943270183753,-0.010088804837972672,-0.006728689674314318
2011-04-05,-0.007866661825527912,-0.005254570508697862,-0.007912180139405213,-0.005275819310074717
2011-04-06,0.0073417438410353095,0.004884459225371349,0.00729622552715801,0.004863210423994495
2011-04-07,-0.0021054699134634126,-0.0014137759006548618,-0.0021509882273407126,-0.001435024702031717
2011-04-08,-0.014163948465754037,-0.009452946834186824,-0.014209466779631337,-0.00947419563556368
2011-04-11,-0.010035862642444313,-0.006721518666015273,-0.010172417584076212,-0.006785265070145839
2011-04-12,-0.020622433202012343,-0.013758510711364677,-0.020667951515889644,-0.013779759512741532
2011-04-13,0.025536952001903458,0.017014412757912524,0.025491433688026158,0.01699316395653567
2011-04-14,-0.0052879703025855125,-0.0035354428267362617,-0.005333488616462812,-0.0035566916281131165
2011-04-15,-0.0052962175047657906,-0.0035408483384960507,-0.00534173581864309,-0.003562097139872906
2011-04-18,-0.021214258939660176,-0.014172949299063353,-0.021350813881292074,-0.014236695703193919
2011-04-19,0.01865654990042481,0.01242766326496435,0.01861103158654751,0.012406414463587494
2011-04-20,0.06783388701129749,0.04521246204918574,0.06778836869742018,0.045191213247808885
2011-04-21,0.023832700263975284,0.015878337550970935,0.023787181950097984,0.01585708874959408
2011-04-25,0.007674359513832249,0.005075722509171153,0.0074922862583230495,0.004990727303663732
2011-04-26,0.01691479166949561,0.011266491111011549,0.01686927335561831,0.011245242309634694
2011-04-27,0.02039091972888981,0.013583909817274349,0.02034540141501251,0.013562661015897494
2011-04-28,-0.004568868010767013,-0.003056041298857262,-0.004614386324644313,-0.003077290100234117
2011-04-29,-0.002546070049449438,-0.0017076945566504246,-0.0025915883633267378,-0.0017289433580272796
2011-05-02,-0.005611658424957113,-0.003772049187690473,-0.005748213366589013,-0.0038357955918210387
2011-05-03,-0.01425379565853954,-0.009512752349049476,-0.014299313972416839,-0.009534001150426331
2011-05-04,-0.00460948278084628,-0.003083395653226845,-0.004655001094723579,-0.0031046444546037
2011-05-05,-0.01638960036307138,-0.010936807374710245,-0.01643511867694868,-0.0109580561760871
2011-05-06,0.009771790123993773,0.006504027012370131,0.009726271810116472,0.006482778210993276
2011-05-09,0.011265574072040619,0.007478883503816592,0.011129019130408719,0.007415137099686026
2011-05-10,0.02554913741364032,0.017022351143097556,0.02550361909976302,0.0170011023417207
2011-05-11,-0.021801859211106278,-0.014544979940066845,-0.02184737752498358,-0.0145662287414437
2011-05-12,0.017860944748307718,0.011896889366209154,0.017815426434430418,0.011875640564832299
2011-05-13,-0.035534448825696924,-0.023700132287423667,-0.035579967139574224,-0.023721381088800522
2011-05-16,-0.05189920619805594,-0.03463069219669194,-0.052035761139687844,-0.034694438600822504
2011-05-17,0.008353453270156063,0.005558654323086576,0.008307934956278762,0.005537405521709721
2011-05-18,0.02500799563401946,0.016661682565662174,0.02496247732014216,0.01664043376428532
2011-05-19,0.008777764575772859,0.005841621140492124,0.00873224626189556,0.005820372339115269
2011-05-20,-0.022685441292626642,-0.015133849438440877,-0.022730959606503943,-0.015155098239817732
2011-05-23,-0.044168985241003926,-0.029476655890738626,-0.04430554018263582,-0.029540402294869192
2011-05-24,-0.018456967623463813,-0.012314774373988462,-0.018502485937341114,-0.012336023175365318
2011-05-25,0.011655793141235687,0.007760399469144539,0.011610274827358387,0.007739150667767683
2011-05-26,0.018480535337231686,0.012310227599808538,0.018435017023354386,0.012288978798431683
2011-05-27,0.015216738649166757,0.010134270522754722,0.015171220335289459,0.010113021721377867
2011-05-31,0.04854332555172924,0.032321329394393694,0.04836125229622004,0.03223633418888627
2011-06-01,-0.06529391303367661,-0.043539404647463656,-0.06533943134755392,-0.04356065344884051
2011-06-02,0.00629627591271996,0.004187295365123524,0.00625075759884266,0.00416604656374667
2011-06-03,-0.04510568802034574,-0.030080773203914626,-0.04515120633422304,-0.03010202200529148
2011-06-06,-0.02451706051116312,-0.016375650578494473,-0.024653615452795017,-0.01643939698262504
2011-06-07,-0.005376440091318241,-0.003594515304235276,-0.0054219584051955405,-0.003615764105612131
2011-06-08,-0.021518751216658142,-0.014356056054461877,-0.021564269530535442,-0.014377304855838732
2011-06-09,0.0054079150827694615,0.0035949621981621756,0.005362396768892162,0.0035737133967853204
2011-06-10,-0.04596372349325694,-0.030652704238861076,-0.04600924180713424,-0.03067395304023793
2011-06-13,-2.8060414104471768e-05,-4.9372672805660544e-05,-0.00016461535573637122,-0.00011311907693622604
2011-06-14,0.03842354644281036,0.025605475718517123,0.03837802812893306,0.025584226917140268
2011-06-15,-0.056929619223090235,-0.03796330139208327,-0.056975137536967535,-0.03798455019346012
2011-06-16,-0.011614348248162243,-0.007753120742131276,-0.011659866562039541,-0.0077743695435081315
2011-06-17,-0.00940513267973304,-0.006280310363178476,-0.00945065099361034,-0.00630155916455533
2011-06-20,0.015589738165434784,0.010362215205904126,0.015453183223802886,0.010298468801773562
2011-06-21,0.06435258742407933,0.04289131781672356,0.06430706911020202,0.04287006901534671
2011-06-22,-0.02173430753148988,-0.014499945486989246,-0.02177982584536718,-0.014521194288366101
2011-06-23,0.027895612725701072,0.018586575413508333,0.027850094411823772,0.018565326612131478
